"","paper","depth","totalcells","qPCRtotal","Cell.stain","CARDFISH.Bac.per.cc","CARDFISH.Arc.per.cc","CARDFISH.Total.per.cc","FISH.yield","Fraction.Arc.CARDFISH","Fish.or.cardFish","Fixative","Bac.permeabilization","Arc.permeabilization","environment","qPCRbac","qPCRarc","Cell.stain.1","Bac.probe","Arc.probe","core","qPCR.Bac.per.cc","qPCR.Arc.per.cc","qPCRuniversal","percentqPCR","SYBR.vs.Taqman","DNA.extraction.procedure"
"445","Pernthaler 2002",1,170000,NA,"DAPI",85139.5730706075,NA,85139.5730706075,0.500821018062397,NA,"FISH","formaldehyde","none","none","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"446","Pernthaler 2002",1,170000,NA,"DAPI",161311.57635468,NA,161311.57635468,0.948891625615763,NA,"CARDFISH","formaldehyde","lysozyme","lysozyme","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"447","Pernthaler 2002",1,210000,NA,"DAPI",107987.761346252,NA,107987.761346252,0.514227434982151,NA,"FISH","formaldehyde","none","none","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"448","Pernthaler 2002",1,210000,NA,"DAPI",198254.537779654,NA,198254.537779654,0.944069227522161,NA,"CARDFISH","formaldehyde","lysozyme","lysozyme","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"449","Pernthaler 2002",1,230000,NA,"DAPI",141200.738916256,NA,141200.738916256,0.613916256157635,NA,"FISH","formaldehyde","none","none","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"450","Pernthaler 2002",1,230000,NA,"DAPI",220511.083743842,NA,220511.083743842,0.958743842364531,NA,"CARDFISH","formaldehyde","lysozyme","lysozyme","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"451","Pernthaler 2002",1,240000,NA,"DAPI",135862.068965517,NA,135862.068965517,0.566091954022988,NA,"FISH","formaldehyde","none","none","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"452","Pernthaler 2002",1,240000,NA,"DAPI",232512.315270936,NA,232512.315270936,0.968801313628899,NA,"CARDFISH","formaldehyde","lysozyme","lysozyme","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"453","Pernthaler 2002",1,250000,NA,"DAPI",119817.323481117,NA,119817.323481117,0.479269293924466,NA,"FISH","formaldehyde","none","none","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"454","Pernthaler 2002",1,250000,NA,"DAPI",231743.287225386,NA,231743.287225386,0.926973148901545,NA,"CARDFISH","formaldehyde","lysozyme","lysozyme","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"455","Pernthaler 2002",1,250000,NA,"DAPI",249127.668308703,NA,249127.668308703,0.99651067323481,NA,"CARDFISH","formaldehyde","lysozyme","lysozyme","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"456","Pernthaler 2002",1,250000,NA,"DAPI",282528.807225163,NA,282528.807225163,1.13011522890065,NA,"FISH","formaldehyde","none","none","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"457","Pernthaler 2002",1,260000,NA,"DAPI",122475.369458128,NA,122475.369458128,0.471059113300492,NA,"FISH","formaldehyde","none","none","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"458","Pernthaler 2002",1,260000,NA,"DAPI",256958.128078818,NA,256958.128078818,0.988300492610837,NA,"CARDFISH","formaldehyde","lysozyme","lysozyme","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"459","Pernthaler 2002",1,280000,NA,"DAPI",137873.563218391,NA,137873.563218391,0.492405582922824,NA,"FISH","formaldehyde","none","none","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"460","Pernthaler 2002",1,280000,NA,"DAPI",279540.229885057,NA,279540.229885057,0.998357963875205,NA,"CARDFISH","formaldehyde","lysozyme","lysozyme","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"461","Pernthaler 2002",1,320000,NA,"DAPI",135898.011218766,NA,135898.011218766,0.424681285058643,NA,"FISH","formaldehyde","none","none","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"462","Pernthaler 2002",1,320000,NA,"DAPI",179989.801121876,NA,179989.801121876,0.562468128505864,NA,"FISH","formaldehyde","none","none","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"463","Pernthaler 2002",1,320000,NA,"DAPI",301696.918531026,NA,301696.918531026,0.942802870409455,NA,"CARDFISH","formaldehyde","lysozyme","lysozyme","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"464","Pernthaler 2002",1,320000,NA,"DAPI",303723.089911355,NA,303723.089911355,0.949134655972984,NA,"CARDFISH","formaldehyde","lysozyme","lysozyme","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"465","Pernthaler 2002",1,402912.621359223,NA,"DAPI",345998.636288099,NA,345998.636288099,0.858743603317451,NA,"CARDFISH","formaldehyde","lysozyme","lysozyme","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"466","Pernthaler 2002",1,420000,NA,"DAPI",74509.4985985673,NA,74509.4985985673,0.177403568091827,NA,"FISH","formaldehyde","none","none","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"467","Pernthaler 2002",1,420000,NA,"DAPI",404493.490642799,NA,404493.490642799,0.963079739625711,NA,"CARDFISH","formaldehyde","lysozyme","lysozyme","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"468","Pernthaler 2002",1,450000,NA,"DAPI",81968.2341949548,NA,81968.2341949548,0.182151631544344,NA,"FISH","formaldehyde","none","none","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"469","Pernthaler 2002",1,450000,NA,"DAPI",423774.410089504,NA,423774.410089504,0.941720911310008,NA,"CARDFISH","formaldehyde","lysozyme","lysozyme","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"470","Pernthaler 2002",1,510000,NA,"DAPI",252893.42172361,NA,252893.42172361,0.49586945436002,NA,"FISH","formaldehyde","none","none","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"471","Pernthaler 2002",1,510000,NA,"DAPI",441594.554664415,NA,441594.554664415,0.865871675812579,NA,"CARDFISH","formaldehyde","lysozyme","lysozyme","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"472","Pernthaler 2002",1,560000,NA,"DAPI",369847.016828149,NA,369847.016828149,0.660441101478837,NA,"FISH","formaldehyde","none","none","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"473","Pernthaler 2002",1,560000,NA,"DAPI",475874.694873881,NA,475874.694873881,0.849776240846216,NA,"CARDFISH","formaldehyde","lysozyme","lysozyme","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"474","Pernthaler 2002",1,6e+05,NA,"DAPI",233183.847191944,NA,233183.847191944,0.388639745319907,NA,"FISH","formaldehyde","none","none","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"475","Pernthaler 2002",1,6e+05,NA,"DAPI",484157.58330738,NA,484157.58330738,0.806929305512301,NA,"FISH","formaldehyde","none","none","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"476","Pernthaler 2002",1,6e+05,NA,"DAPI",518714.401952807,NA,518714.401952807,0.864524003254678,NA,"CARDFISH","formaldehyde","lysozyme","lysozyme","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"477","Pernthaler 2002",1,6e+05,NA,"DAPI",541415.785191212,NA,541415.785191212,0.902359641985353,NA,"CARDFISH","formaldehyde","lysozyme","lysozyme","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"478","Pernthaler 2002",1,620000,NA,"DAPI",364247.897851136,NA,364247.897851136,0.587496609437317,NA,"FISH","formaldehyde","none","none","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"479","Pernthaler 2002",1,620000,NA,"DAPI",565579.739625711,NA,565579.739625711,0.912225386493083,NA,"CARDFISH","formaldehyde","lysozyme","lysozyme","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"480","Pernthaler 2002",1,630000,NA,"DAPI",269541.050484446,NA,269541.050484446,0.427842937276899,NA,"FISH","formaldehyde","none","none","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"481","Pernthaler 2002",1,630000,NA,"DAPI",563449.767834529,NA,563449.767834529,0.894364710848459,NA,"CARDFISH","formaldehyde","lysozyme","lysozyme","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"482","Pernthaler 2002",1,650000,NA,"DAPI",369847.016828149,NA,369847.016828149,0.568995410504844,NA,"FISH","formaldehyde","none","none","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"483","Pernthaler 2002",1,650000,NA,"DAPI",592243.562684677,NA,592243.562684677,0.911143942591811,NA,"CARDFISH","formaldehyde","lysozyme","lysozyme","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"484","Pernthaler 2002",1,990000,NA,"DAPI",377053.877296792,NA,377053.877296792,0.380862502319992,NA,"FISH","formaldehyde","none","none","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"485","Pernthaler 2002",1,990000,NA,"DAPI",911158.462164361,NA,911158.462164361,0.920362082994304,NA,"CARDFISH","formaldehyde","lysozyme","lysozyme","seawater",NA,NA,"DAPI","EUB338","not tried",NA,NA,NA,NA,NA,NA,NA
"486","Pernthaler 2002b",1,NA,NA,"DAPI",NA,NA,NA,0.797905946574791,0.121195127969314,"FISH","formaldehyde","none","none","seawater",NA,NA,"DAPI","EUB338","ARCH915",NA,NA,NA,NA,NA,NA,NA
"487","Pernthaler 2002b",20.0357957850463,NA,NA,"DAPI",NA,NA,NA,0.897292943755872,0.131397853751945,"FISH","formaldehyde","none","none","seawater",NA,NA,"DAPI","EUB338","ARCH915",NA,NA,NA,NA,NA,NA,NA
"488","Pernthaler 2002b",40.0836726475457,NA,NA,"DAPI",NA,NA,NA,0.753143317374378,0.237428707224334,"FISH","formaldehyde","none","none","seawater",NA,NA,"DAPI","EUB338","ARCH915",NA,NA,NA,NA,NA,NA,NA
"489","Pernthaler 2002b",99.9628618730144,NA,NA,"DAPI",NA,NA,NA,0.831876146583738,0.256040362314163,"FISH","formaldehyde","none","none","seawater",NA,NA,"DAPI","EUB338","ARCH915",NA,NA,NA,NA,NA,NA,NA
"490","Pernthaler 2002b",200.826435187256,NA,NA,"DAPI",NA,NA,NA,0.774352320014317,0.487726799953773,"FISH","formaldehyde","none","none","seawater",NA,NA,"DAPI","EUB338","ARCH915",NA,NA,NA,NA,NA,NA,NA
"491","Schattenhofer 2009",2,6e+05,NA,"DAPI",466200,3000,469200,0.782,0.00639386189258312,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"492","Schattenhofer 2009",2,660000,NA,"DAPI",481800,6600,488400,0.74,0.0135135135135135,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"493","Schattenhofer 2009",2,740000,NA,"DAPI",446960,8140,455100,0.615,0.0178861788617886,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"494","Schattenhofer 2009",2,750000,NA,"DAPI",537000,3000,540000,0.72,0.00555555555555556,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"495","Schattenhofer 2009",2,780000,NA,"DAPI",520260,4680,524940,0.673,0.00891530460624071,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"496","Schattenhofer 2009",2,8e+05,NA,"DAPI",590400,1,590400,0.738,0,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"497","Schattenhofer 2009",2,820000,NA,"DAPI",546120,4100,550220,0.671,0.00745156482861401,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"498","Schattenhofer 2009",2,1e+06,NA,"DAPI",682000,14000,696000,0.696,0.0201149425287356,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"499","Schattenhofer 2009",2,1300000,NA,"DAPI",1029600,48100,1077700,0.829,0.0446320868516285,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"500","Schattenhofer 2009",2,1700000,NA,"DAPI",1266500,23800,1290300,0.759,0.0184453227931489,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"501","Schattenhofer 2009",2,2100000,NA,"DAPI",1743000,149100,1892100,0.901,0.0788013318534961,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"502","Schattenhofer 2009",5,1e+06,NA,"DAPI",907000,2000,909000,0.909,0.0022002200220022,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"503","Schattenhofer 2009",5,2e+06,NA,"DAPI",1860000,2000,1862000,0.931,0.00107411385606874,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"504","Schattenhofer 2009",6,840000,NA,"DAPI",630840,12600,643440,0.766,0.0195822454308094,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"505","Schattenhofer 2009",6,1200000,NA,"DAPI",856800,1200,858000,0.715,0.0013986013986014,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"506","Schattenhofer 2009",7,610000,NA,"DAPI",534970,3660,538630,0.883,0.00679501698754247,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"507","Schattenhofer 2009",7,9e+05,NA,"DAPI",809100,4500,813600,0.904,0.00553097345132743,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"508","Schattenhofer 2009",7,1100000,NA,"DAPI",968000,8800,976800,0.888,0.00900900900900901,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"509","Schattenhofer 2009",7,1300000,NA,"DAPI",1040000,3900,1043900,0.803,0.0037359900373599,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"510","Schattenhofer 2009",7,1400000,NA,"DAPI",1089200,2800,1092000,0.78,0.00256410256410256,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"511","Schattenhofer 2009",8,810000,NA,"DAPI",724140,3240,727380,0.898,0.0044543429844098,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"512","Schattenhofer 2009",9,760000,NA,"DAPI",375440,3040,378480,0.498,0.00803212851405622,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"513","Schattenhofer 2009",9,930000,NA,"DAPI",766320,3720,770040,0.828,0.00483091787439614,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"514","Schattenhofer 2009",9,990000,NA,"DAPI",813780,4950,818730,0.827,0.0060459492140266,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"515","Schattenhofer 2009",9,1e+06,NA,"DAPI",721000,2000,723000,0.723,0.00276625172890733,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"516","Schattenhofer 2009",9,1100000,NA,"DAPI",859100,9900,869000,0.79,0.0113924050632911,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"517","Schattenhofer 2009",10,830000,NA,"DAPI",672300,2490,674790,0.813,0.003690036900369,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"518","Schattenhofer 2009",10,980000,NA,"DAPI",786940,3920,790860,0.807,0.00495662949194548,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"519","Schattenhofer 2009",10,1e+06,NA,"DAPI",814000,2000,816000,0.816,0.00245098039215686,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"520","Schattenhofer 2009",10,1100000,NA,"DAPI",785400,4400,789800,0.718,0.00557103064066852,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"521","Schattenhofer 2009",10,1200000,NA,"DAPI",914400,4800,919200,0.766,0.00522193211488251,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"522","Schattenhofer 2009",10,1200000,NA,"DAPI",934800,1200,936000,0.78,0.00128205128205128,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"523","Schattenhofer 2009",10,1600000,NA,"DAPI",1248000,1600,1249600,0.781,0.00128040973111396,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"524","Schattenhofer 2009",11,670000,NA,"DAPI",560790,8040,568830,0.849,0.0141342756183746,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"525","Schattenhofer 2009",11,840000,NA,"DAPI",652680,3360,656040,0.781,0.00512163892445583,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"526","Schattenhofer 2009",12,750000,NA,"DAPI",644250,2250,646500,0.862,0.00348027842227378,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"527","Schattenhofer 2009",12,820000,NA,"DAPI",665020,1,665020,0.811,0,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"528","Schattenhofer 2009",12,1300000,NA,"DAPI",882700,6500,889200,0.684,0.00730994152046784,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"529","Schattenhofer 2009",13,620000,NA,"DAPI",505920,9300,515220,0.831,0.0180505415162455,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"530","Schattenhofer 2009",13,810000,NA,"DAPI",646380,8100,654480,0.808,0.0123762376237624,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"531","Schattenhofer 2009",14,720000,NA,"DAPI",624960,2160,627120,0.871,0.0034443168771527,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"532","Schattenhofer 2009",14,790000,NA,"DAPI",601190,6320,607510,0.769,0.0104031209362809,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"533","Schattenhofer 2009",14,880000,NA,"DAPI",697840,7040,704880,0.801,0.00998751560549313,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"534","Schattenhofer 2009",15,560000,NA,"DAPI",474320,1120,475440,0.849,0.00235571260306243,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"535","Schattenhofer 2009",15,760000,NA,"DAPI",595840,2280,598120,0.787,0.00381194409148666,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"536","Schattenhofer 2009",16,580000,NA,"DAPI",472700,3480,476180,0.821,0.00730816077953715,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"537","Schattenhofer 2009",16,850000,NA,"DAPI",640050,850,640900,0.754,0.0013262599469496,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"538","Schattenhofer 2009",16,1e+06,NA,"DAPI",756000,1,756000,0.756,0,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"539","Schattenhofer 2009",17,540000,NA,"DAPI",429300,8640,437940,0.811,0.0197287299630086,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"540","Schattenhofer 2009",17,650000,NA,"DAPI",467350,1950,469300,0.722,0.00415512465373961,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"541","Schattenhofer 2009",17,660000,NA,"DAPI",517440,3300,520740,0.789,0.00633713561470215,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"542","Schattenhofer 2009",17,690000,NA,"DAPI",596850,5520,602370,0.873,0.00916380297823597,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"543","Schattenhofer 2009",17,850000,NA,"DAPI",637500,8500,646000,0.76,0.0131578947368421,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"544","Schattenhofer 2009",17,890000,NA,"DAPI",647920,1780,649700,0.73,0.00273972602739726,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"545","Schattenhofer 2009",18,520000,NA,"DAPI",429000,1560,430560,0.828,0.0036231884057971,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"546","Schattenhofer 2009",18,7e+05,NA,"DAPI",497700,700,498400,0.712,0.00140449438202247,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"547","Schattenhofer 2009",18,770000,NA,"DAPI",561330,1,561330,0.729,0,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"548","Schattenhofer 2009",19,580000,NA,"DAPI",483140,1160,484300,0.835,0.00239520958083832,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"549","Schattenhofer 2009",20,660000,NA,"DAPI",448140,1320,449460,0.681,0.00293685756240822,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
"550","Schattenhofer 2009",20,670000,NA,"DAPI",480390,5360,485750,0.725,0.0110344827586207,"CARDFISH","formaldehyde","lysozyme","proteinase K","seawater",NA,NA,"DAPI","EUB338 I-III","CREN554, EURY806",NA,NA,NA,NA,NA,NA,NA
