"","paper","Sample","depth","Date","qPCRbac","qPCRarc","qPCR.MCG..copies.mL.water.","qPCRtotal","totalcells","CARDFISH.Bac.per.cc","CARDFISH.Arc.per.cc","CARDFISH.Total.per.cc","FISH.yield","Fraction.Arc.CARDFISH","Fish.or.cardFish","Cell.stain","Fixative","Bac.permeabilization","Arc.permeabilization","Bac.probe","Arc.probe","Counting.method","depth_log10"
"217","Kirchman 2007","30",2000,NA,NA,NA,NA,NA,40126.4775413712,13677.7933172922,4010.66730118582,17688.4606184781,0.440817677062257,0.226739193855915,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",3.30102999566398
"218","Kirchman 2007","33",1600,NA,NA,NA,NA,NA,67695.0354609929,41054.5511582933,4170.70242587686,45225.2535841702,0.668073415963122,0.0922206531825108,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",3.20411998265592
"219","Kirchman 2007","33",1200,NA,NA,NA,NA,NA,80939.7163120567,39416.4647736596,5608.83051897623,45025.2952926359,0.556281852027308,0.124570654840182,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",3.07918124604762
"220","Kirchman 2007","30",100,NA,NA,NA,NA,NA,144808.510638298,86711.0973246948,6478.17736825805,93189.2746929528,0.643534515217276,0.0695163406905231,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2
"221","Kirchman 2007","20",800,NA,NA,NA,NA,NA,55472.7368832934,33126.611399012,6909.38979164769,40036.0011906597,0.721723921336163,0.172579418177748,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.90308998699194
"222","Kirchman 2007","37",430,NA,NA,NA,NA,NA,116228.627740823,62788.7689082125,7243.2057075544,70031.9746157669,0.60253636283077,0.103427123785878,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.63346845557959
"223","Kirchman 2007","51",500,NA,NA,NA,NA,NA,89100,45458.7020350909,7690.77946559969,53149.4815006906,0.596514943891028,0.144700931193463,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.69897000433602
"224","Kirchman 2007","20",1500,NA,NA,NA,NA,NA,28776.4563596049,14541.0914432277,7738.42248910748,22279.5139323352,0.774227154793464,0.347333542042692,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",3.17609125905568
"225","Kirchman 2007","33",800,NA,NA,NA,NA,NA,77812.5,45911.5113742149,8472.75286157721,54384.2642357922,0.698914239174839,0.155794198572627,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.90308998699194
"226","Kirchman 2007","30",200,NA,NA,NA,NA,NA,141865.24822695,85527.9427611781,9002.85234883762,94530.7951100158,0.666342154202482,0.0952372434650531,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.30102999566398
"227","Kirchman 2007","26",500,NA,NA,NA,NA,NA,101110.237264962,57208.3475908257,9696.2211449233,66904.568735749,0.661699255639405,0.14492614373198,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.69897000433602
"228","Kirchman 2007","16",10,NA,NA,NA,NA,NA,304981.868608592,221632.090192594,9738.81541055786,231370.905603152,0.758638232032373,0.042091789307606,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1
"229","Kirchman 2007","19",1,NA,NA,NA,NA,NA,392925.531914894,337850.653466606,10893.6767019158,348744.330168522,0.887558333175607,0.0312368568018059,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0
"230","Kirchman 2007","12",2500,NA,NA,NA,NA,NA,101910.460992908,61300.1290008122,11325.2113336361,72625.3403344483,0.712638718605173,0.155940217030063,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",3.39794000867204
"231","Kirchman 2007","30",22.3,NA,NA,NA,NA,NA,739494.680851064,645608.474263239,12730.8135403042,658339.287803543,0.890255609473592,0.0193377697126033,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.34830486304816
"232","Kirchman 2007","20",500,NA,NA,NA,NA,NA,130490.756548576,71194.2939833523,12993.541339226,84187.8353225784,0.645163209634997,0.154339891142697,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.69897000433602
"233","Kirchman 2007","33",200,NA,NA,NA,NA,NA,129503.546099291,84386.451609909,14968.3538318993,99354.8054418083,0.767197566664566,0.150655559792387,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.30102999566398
"234","Kirchman 2007","47",1,NA,NA,NA,NA,NA,341079.083518108,272004.382185688,15631.8407121483,287636.222897837,0.843312406996561,0.0543458697748942,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0
"235","Kirchman 2007","33",500,NA,NA,NA,NA,NA,96943.7056737589,50080.1504232824,15734.7747400091,65814.9251632914,0.678898384437418,0.239076086479928,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.69897000433602
"236","Kirchman 2007","51",1000,NA,NA,NA,NA,NA,177000,95659.048009932,16252.1054401828,111911.153450115,0.632266403672965,0.145223285965212,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",3
"237","Kirchman 2007","26",1,NA,NA,NA,NA,NA,420886.524822695,383941.434301349,16527.5350585545,400468.969359904,0.951489168080654,0.0412704512036765,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0
"238","Kirchman 2007","39",1,NA,NA,NA,NA,NA,799095.744680851,773274.905781681,16656.3351341248,789931.240915806,0.988531407123554,0.0210858037654192,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0
"239","Kirchman 2007","26",33,NA,NA,NA,NA,NA,409113.475177305,274539.005415913,17032.9429791642,291571.948395077,0.712692116212289,0.0584176326732389,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.51851393987789
"240","Kirchman 2007","37",25.9,NA,NA,NA,NA,NA,316132.052229613,283083.536411376,17199.0804938502,300282.616905227,0.949864510059629,0.0572763108004967,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.41329976408125
"241","Kirchman 2007","7",1,NA,NA,NA,NA,NA,322287.234042553,277472.379924213,17829.4765845376,295301.856508751,0.916269170220254,0.060377123243752,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0
"242","Kirchman 2007","20",300,NA,NA,NA,NA,NA,198991.311011174,102188.74404541,19159.4184727872,121348.162518197,0.609816387969739,0.157887998262142,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.47712125471966
"243","Kirchman 2007","37",1,NA,NA,NA,NA,NA,510391.722099039,466145.150886647,19765.8578242823,485911.008710929,0.952035441939712,0.0406779378732723,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0
"244","Kirchman 2007","6",1,NA,NA,NA,NA,NA,587277.654594728,434820.827309963,19901.1425994037,454721.969909367,0.774287879594473,0.0437655180887133,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0
"245","Kirchman 2007","19",19,NA,NA,NA,NA,NA,370851.063829787,314431.964829454,21354.5873462755,335786.55217573,0.905448534266168,0.0635957193875348,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.27875360095283
"246","Kirchman 2007","28",100,NA,NA,NA,NA,NA,153638.29787234,80243.7058248153,21614.730623907,101858.436448722,0.662975559214783,0.212203636512605,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2
"247","Kirchman 2007","12",29,NA,NA,NA,NA,NA,304627.659574468,249822.298636873,21636.7679778642,271459.066614737,0.89111759251913,0.0797054533771449,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.46239799789896
"248","Kirchman 2007","33",350,NA,NA,NA,NA,NA,152497.783687943,83329.9184071966,22453.6031087043,105783.521515901,0.693672517446982,0.212259932236508,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.54406804435028
"249","Kirchman 2007","50",1,NA,NA,NA,NA,NA,328810.051736881,261308.756375469,22838.5953339726,284147.351709441,0.864168690125144,0.0803758866537898,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0
"250","Kirchman 2007","19",80,NA,NA,NA,NA,NA,532730.496453901,351894.909607279,23151.1457610014,375046.05536828,0.704007106529022,0.0617288075147674,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.90308998699194
"251","Kirchman 2007","1",1,NA,NA,NA,NA,NA,1009539.0070922,826075.295360563,23190.9583112535,849266.253671817,0.841241643666628,0.0273070526598543,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0
"252","Kirchman 2007","6",1,NA,NA,NA,NA,NA,440017.730496454,314643.412853091,23285.0081523264,337928.421005418,0.767988191348896,0.0689051488568141,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0
"253","Kirchman 2007","20",1,NA,NA,NA,NA,NA,1476046.09929078,1117121.37051923,23388.7628595241,1140510.13337875,0.772679209630886,0.0205072819390346,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0
"254","Kirchman 2007","28",200,NA,NA,NA,NA,NA,186602.836879433,86261.338045154,24263.8846593286,110525.222704483,0.592301942204099,0.219532556149688,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.30102999566398
"255","Kirchman 2007","20",100,NA,NA,NA,NA,NA,197180.867912575,114424.416887831,25185.7864984733,139610.203386304,0.708031184081224,0.180400757878589,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2
"256","Kirchman 2007","26",1100,NA,NA,NA,NA,NA,65964.0885178905,45992.7805744852,25720.1964104329,71712.976984918,1.08715179116692,0.358654702284108,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",3.04139268515822
"257","Kirchman 2007","50",200,NA,NA,NA,NA,NA,180968.218773097,120457.808411304,25825.7083088409,146283.516720145,0.808338158555672,0.176545580034475,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.30102999566398
"258","Kirchman 2007","20",56.4,NA,NA,NA,NA,NA,224550.749578052,146786.082851639,27255.4314908467,174041.514342486,0.775065390204767,0.156603047231664,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.75127910398334
"259","Kirchman 2007","17",26.8,NA,NA,NA,NA,NA,688723.404255319,555139.657853078,27706.0333714958,582845.691224574,0.846269616544794,0.0475357951317864,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.42813479402879
"260","Kirchman 2007","57",7.3,NA,NA,NA,NA,NA,415920.177383592,330460.325135644,27880.423761498,358340.748897142,0.861561348505229,0.0778042236259903,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0.863322860120456
"261","Kirchman 2007","20",1,NA,NA,NA,NA,NA,358113.810106893,293969.918098421,28114.993211392,322084.911309813,0.899392601513117,0.0872906250002759,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0
"262","Kirchman 2007","12",140,NA,NA,NA,NA,NA,178067.375886525,110929.371570068,28761.3476911395,139690.719261207,0.784482382388937,0.205893046032348,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.14612803567824
"263","Kirchman 2007","50",150,NA,NA,NA,NA,NA,297728.504557773,170203.755802264,28855.2084150217,199058.964217286,0.668592228053392,0.144958095851058,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.17609125905568
"264","Kirchman 2007","30",54.2,NA,NA,NA,NA,NA,415735.815602837,356218.664856321,30229.711153054,386448.376009375,0.929552762850143,0.0782244486707862,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.73399928653839
"265","Kirchman 2007","20",200,NA,NA,NA,NA,NA,190568.337796719,69924.4600466085,33047.4653359517,102971.92538256,0.540341205538568,0.320936655434713,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.30102999566398
"266","Kirchman 2007","24",1,NA,NA,NA,NA,NA,1103723.40425532,922510.796365322,34197.3474994813,956708.143864803,0.866800631549797,0.0357448065209675,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0
"267","Kirchman 2007","30",1,NA,NA,NA,NA,NA,412056.737588652,321683.86482667,34521.3716535735,356205.236480244,0.864456770115565,0.0969142733405272,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0
"268","Kirchman 2007","18",100,NA,NA,NA,NA,NA,300212.765957447,205031.218378348,35278.1869530882,240309.405331437,0.800463646391036,0.146803188599432,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2
"269","Kirchman 2007","12",1,NA,NA,NA,NA,NA,319343.971631206,260335.071575787,35867.1185800813,296202.190155868,0.927533369873464,0.121089984382652,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0
"270","Kirchman 2007","31",1,NA,NA,NA,NA,NA,476808.510638298,397804.492068525,36061.5988820152,433866.09095054,0.909937807883774,0.0831168870630319,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0
"271","Kirchman 2007","6",10,NA,NA,NA,NA,NA,778061.098792806,694048.175314046,36204.234273433,730252.409587479,0.93855406820942,0.0495776991600545,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1
"272","Kirchman 2007","26",300,NA,NA,NA,NA,NA,234940.664710562,162145.437665689,36479.3471038186,198624.784769507,0.845425312021678,0.183659592865768,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.47712125471966
"273","Kirchman 2007","20",13,NA,NA,NA,NA,NA,359143.859416884,335671.623590609,36962.5521546393,372634.175745249,1.03756243069356,0.0991925984263687,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.11394335230684
"274","Kirchman 2007","37",150,NA,NA,NA,NA,NA,223705.346144371,132223.714581511,38226.8078631972,170450.522444708,0.761942105463613,0.224269232589753,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.17609125905568
"275","Kirchman 2007","28",35.2,NA,NA,NA,NA,NA,897695.035460993,710258.315210845,40929.0034833868,751187.318694232,0.836795670044532,0.0544857487138262,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.54654266347813
"276","Kirchman 2007","17",1,NA,NA,NA,NA,NA,286968.085106383,238198.835751778,41198.7113726353,279397.547124413,0.973618885252822,0.147455522772681,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0
"277","Kirchman 2007","37",40.7,NA,NA,NA,NA,NA,459679.724069968,384484.286389481,41361.4086071435,425845.694996624,0.926396516309704,0.0971276898959173,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.60959440922522
"278","Kirchman 2007","54",24.8,NA,NA,NA,NA,NA,393017.984725302,285840.118989371,41488.9097843736,327329.028773744,0.832860178148156,0.126749863706868,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.39445168082622
"279","Kirchman 2007","28",1,NA,NA,NA,NA,NA,694609.929078014,563875.268424493,42566.6539899857,606441.922414479,0.873068317954273,0.0701908169879013,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0
"280","Kirchman 2007","18",28.2,NA,NA,NA,NA,NA,881507.092198582,741594.38015726,42767.5066772302,784361.886834491,0.889796456291918,0.0545252228532296,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.45024910831936
"281","Kirchman 2007","26",150,NA,NA,NA,NA,NA,186602.836879433,83925.3111979975,42985.2737926361,126910.584990634,0.680110694526219,0.338705189924139,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.17609125905568
"282","Kirchman 2007","31",75,NA,NA,NA,NA,NA,261950.354609929,146680.786329365,43632.9704811363,190313.756810501,0.726526051449321,0.229268609964872,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.8750612633917
"283","Kirchman 2007","15",600,NA,NA,NA,NA,NA,134507.092198582,96284.3098970252,44154.3067784118,140438.616675437,1.04409822842723,0.314402888775637,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.77815125038364
"284","Kirchman 2007","16",200,NA,NA,NA,NA,NA,178067.375886525,100760.647011294,44396.1913030039,145156.838314298,0.815179297115048,0.305849809203448,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.30102999566398
"285","Kirchman 2007","14",21.7,NA,NA,NA,NA,NA,969804.964539007,908864.505848474,44734.1283581303,953598.634206605,0.98328908293421,0.0469108561542238,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.33645973384853
"286","Kirchman 2007","54",500,NA,NA,NA,NA,NA,188820.399113082,73227.9735969412,45540.4569041727,118768.430501114,0.629002115549947,0.38343907309397,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.69897000433602
"287","Kirchman 2007","21",50,NA,NA,NA,NA,NA,407212.827216468,239036.515984751,46423.0431376191,285459.55912237,0.701008269001862,0.16262563874317,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.69897000433602
"288","Kirchman 2007","21",250,NA,NA,NA,NA,NA,241303.813209582,124055.357525749,47158.5135838031,171213.871109552,0.709536533352856,0.275436290752567,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.39794000867204
"289","Kirchman 2007","16",75,NA,NA,NA,NA,NA,544503.546099291,464972.287472398,47168.9078860897,512141.195358488,0.940565399486119,0.0921013742178511,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.8750612633917
"290","Kirchman 2007","54",200,NA,NA,NA,NA,NA,248038.925843804,107837.893051952,48336.2894139839,156174.182465936,0.629635779685172,0.309502432801444,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.30102999566398
"291","Kirchman 2007","7",70,NA,NA,NA,NA,NA,288439.716312057,213835.193731812,49117.642247064,262952.835978876,0.911638796976187,0.186792593676418,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.84509804001426
"292","Kirchman 2007","54",60.1,NA,NA,NA,NA,NA,219206.701157921,168341.226581308,49288.2005502732,217629.427131581,0.992804626783726,0.226477646887675,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.77887447200274
"293","Kirchman 2007","17",100,NA,NA,NA,NA,NA,756418.439716312,672337.426234994,49612.7556981229,721950.181933117,0.954432287774315,0.0687204698325281,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2
"294","Kirchman 2007","32",110,NA,NA,NA,NA,NA,279609.929078014,129254.424315838,49726.7122138821,178981.136529721,0.640110088793674,0.277832140179894,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.04139268515822
"295","Kirchman 2007","16",3.9,NA,NA,NA,NA,NA,1084592.19858156,728676.539307741,51391.4562546356,780067.995562377,0.719227002169624,0.0658807393034831,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0.591064607026499
"296","Kirchman 2007","50",100,NA,NA,NA,NA,NA,395267.307218527,313280.652270732,52748.7553318304,366029.407602562,0.926030058438908,0.144110703228265,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2
"297","Kirchman 2007","37",200,NA,NA,NA,NA,NA,332490.761271249,202160.591863059,53284.0520473628,255444.643910422,0.76827591519762,0.208593342305694,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.30102999566398
"298","Kirchman 2007","37",98.9,NA,NA,NA,NA,NA,173402.31584134,113411.185647951,54823.8111403033,168234.996788254,0.970200403448971,0.325876376419505,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.99519629159718
"299","Kirchman 2007","50",51.2,NA,NA,NA,NA,NA,363163.340724316,268566.768859949,55708.4850648303,324275.25392478,0.892918468251845,0.171793821423551,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.70926996097583
"300","Kirchman 2007","7",140,NA,NA,NA,NA,NA,226631.205673759,154155.1597936,55863.6791404522,210018.838934052,0.92669867907061,0.265993657635608,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.14612803567824
"301","Kirchman 2007","21",1,NA,NA,NA,NA,NA,727214.812853692,621708.81132852,57250.2734975807,678959.084826101,0.933643089806947,0.0843206531542971,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0
"302","Kirchman 2007","54",100,NA,NA,NA,NA,NA,272168.021680217,204509.373861816,59354.1920852429,263863.565947059,0.969487760972466,0.224942734599257,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2
"303","Kirchman 2007","14",200,NA,NA,NA,NA,NA,191312.056737589,127777.204873171,64305.0116499204,192082.216523091,1.00402567302153,0.3347785797869,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.30102999566398
"304","Kirchman 2007","7",17,NA,NA,NA,NA,NA,1275904.25531915,635661.964752457,64775.7122365845,700437.676989042,0.548973540976112,0.0924789090658781,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.23044892137827
"305","Kirchman 2007","6",17,NA,NA,NA,NA,NA,510656.028368794,179712.134080145,65150.6542185261,244862.788298671,0.479506310893547,0.266070049562038,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.23044892137827
"306","Kirchman 2007","26",100,NA,NA,NA,NA,NA,418679.078014184,192117.858186679,65652.8900668288,257770.748253508,0.615676210705649,0.254694881058659,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2
"307","Kirchman 2007","54",150,NA,NA,NA,NA,NA,269509.731460951,165539.28609247,67773.3745328178,233312.660625288,0.865692898584972,0.290483055446636,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.17609125905568
"308","Kirchman 2007","20",86.7,NA,NA,NA,NA,NA,192799.070847851,117182.493509219,69393.3454216383,186575.838930857,0.967721670599206,0.371931037905474,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.93801909747621
"309","Kirchman 2007","7",38,NA,NA,NA,NA,NA,1621737.58865248,879644.579913452,69820.4801561075,949465.06006956,0.585461585593807,0.073536650364988,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.57978359661681
"310","Kirchman 2007","14",5.7,NA,NA,NA,NA,NA,1102251.77304965,973259.795893511,70979.3911964042,1044239.18708992,0.947369024592971,0.0679723497010388,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0.755874855672491
"311","Kirchman 2007","20",100,NA,NA,NA,NA,NA,329645.390070922,131363.949229231,71804.3081719662,203168.257401197,0.616323672408967,0.353422867776899,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2
"312","Kirchman 2007","21",280,NA,NA,NA,NA,NA,243287.132222263,150409.466818495,72853.188021801,223262.654840296,0.917691999576561,0.326311572680681,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.44715803134222
"313","Kirchman 2007","32",1,NA,NA,NA,NA,NA,687251.773049645,568852.644463378,73627.5743994705,642480.218862848,0.934854217999139,0.114598974782114,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0
"314","Kirchman 2007","33",400,NA,NA,NA,NA,NA,176595.744680851,105491.800672931,75765.5889988967,181257.389671827,1.02639726681637,0.418000000640376,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.60205999132796
"315","Kirchman 2007","22",9.1,NA,NA,NA,NA,NA,1128750.92387288,927730.804808056,79262.3434558001,1006993.14826386,0.892130519644445,0.0787118994726581,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0.959041392321094
"316","Kirchman 2007","50",21.1,NA,NA,NA,NA,NA,789716.678984972,453625.51594586,79607.2832867051,533232.799232565,0.675220383996363,0.149291797881295,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.32428245529769
"317","Kirchman 2007","32",120,NA,NA,NA,NA,NA,357606.382978723,194849.228154073,81401.9800082748,276251.208162348,0.772500775465141,0.294666512229102,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.07918124604762
"318","Kirchman 2007","50",7.7,NA,NA,NA,NA,NA,585641.783690564,499184.473083324,82199.9013307337,581384.374414058,0.992730352589126,0.141386499101525,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0.886490725172482
"319","Kirchman 2007","20",21.7,NA,NA,NA,NA,NA,688723.404255319,541151.18363825,83525.3382621976,624676.521900448,0.907006380269418,0.133709744698087,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.33645973384853
"320","Kirchman 2007","6",41,NA,NA,NA,NA,NA,581294.326241135,469904.967175408,84301.9052898251,554206.872465233,0.953401482599943,0.152112702815885,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",1.61278385671974
"321","Kirchman 2007","31",140,NA,NA,NA,NA,NA,362757.092198582,232860.103979788,86938.744767644,319798.848747432,0.881578487712561,0.271854464480283,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.14612803567824
"322","Kirchman 2007","18",200,NA,NA,NA,NA,NA,259595.744680851,126893.023226909,87809.4893004939,214702.512527403,0.82706483802868,0.408982122597595,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",2.30102999566398
"323","Kirchman 2007","23",5,NA,NA,NA,NA,NA,726528.113313698,663890.115368556,90382.4806606642,754272.59602922,1.03818776205229,0.119827342444194,"FISH","DAPI","formaldehyde","none","none","Eub338","CREN537, Eury806","Microscopy-automated",0.698970004336019
