"","paper","core","depth","totalcells","CARDFISH.Bac.per.cc","CARDFISH.Arc.per.cc","CARDFISH.Total.per.cc","FISH.yield","qPCR.Bac.per.cc","qPCR.Arc.per.cc","qPCRtotal","qPCRuniversal","Fraction.Arc.CARDFISH","percentqPCR","Fish.or.cardFish","sulfate","CARDFISH.Arc.nd","Cell.stain","Fixative","Bac.permeabilization","Arc.permeabilization","Bac.formamide","Arc.formamide","Sonication","Average.cells.per.field","Filter","SYBR.vs.Taqman","Arc.forward","Arc.reverse","TaqMan.Arc","Bac.forward","Bac.reverse","Taqman.Bac","Universal.forward","Universal.reverse","Taqman.Universal","Arc.standard","Bac.standard","DNA.extraction.procedure","Mud.volcano.or.seep.","Water.depth","Environment.Type","Non.intertidal.marine.sediments.measured.with.FISH.or.CARDFISH.protK","DNA.extraction.efficiency.from.spiking.as.a.fraction.of.total.cells","Template.DNA.dilution.factor","Uses.516.for.Arc","depth_log10","paperNumber"
"454","Loesekann 2007","HMMV tubeworms [21]",0.01,8e+08,2.16e+08,NA,2.16e+08,0.27,NA,NA,NA,NA,0,NA,"CARDFISH",NA,TRUE,"DAPI","formaldehyde","lysozyme","detergent",0.35,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1250,"Deep-sea",NA,NA,NA,FALSE,-2,21
"455","Loesekann 2007","HMMV tubeworms [21]",0.015,9e+08,1.98e+08,1.8e+07,2.16e+08,0.24,NA,NA,NA,NA,0.0833333333333333,NA,"CARDFISH",NA,NA,"DAPI","formaldehyde","lysozyme","detergent",0.35,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1250,"Deep-sea",NA,NA,NA,FALSE,-1.82390874094432,21
"456","Loesekann 2007","HMMV tubeworms [21]",0.025,1.6e+09,4.48e+08,4.8e+07,4.96e+08,0.31,NA,NA,NA,NA,0.0967741935483871,NA,"CARDFISH",NA,NA,"DAPI","formaldehyde","lysozyme","detergent",0.35,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1250,"Deep-sea",NA,NA,NA,FALSE,-1.60205999132796,21
"457","Loesekann 2007","HMMV tubeworms [21]",0.035,3.3e+09,5.94e+08,NA,5.94e+08,0.18,NA,NA,NA,NA,0,NA,"CARDFISH",NA,TRUE,"DAPI","formaldehyde","lysozyme","detergent",0.35,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1250,"Deep-sea",NA,NA,NA,FALSE,-1.45593195564972,21
"458","Loesekann 2007","HMMV tubeworms [21]",0.065,2e+09,2.4e+08,2e+07,2.6e+08,0.13,NA,NA,NA,NA,0.0769230769230769,NA,"CARDFISH",NA,NA,"DAPI","formaldehyde","lysozyme","detergent",0.35,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1250,"Deep-sea",NA,NA,NA,FALSE,-1.18708664335714,21
"459","Loesekann 2007","HMMV tubeworms [21]",0.075,8e+08,1.28e+08,NA,1.28e+08,0.16,NA,NA,NA,NA,0,NA,"CARDFISH",NA,TRUE,"DAPI","formaldehyde","lysozyme","detergent",0.35,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1250,"Deep-sea",NA,NA,NA,FALSE,-1.1249387366083,21
"460","Loesekann 2007","HMMV tubeworms [21]",0.085,8e+08,9.6e+07,NA,9.6e+07,0.12,NA,NA,NA,NA,0,NA,"CARDFISH","20000",TRUE,"DAPI","formaldehyde","lysozyme","detergent",0.35,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1250,"Deep-sea",NA,NA,NA,FALSE,-1.07058107428571,21
"461","Loesekann 2007","HMMV tubeworms [21]",0.095,6e+08,1.32e+08,6e+06,1.38e+08,0.23,NA,NA,NA,NA,0.0434782608695652,NA,"CARDFISH","2e+11",NA,"DAPI","formaldehyde","lysozyme","detergent",0.35,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1250,"Deep-sea",NA,NA,NA,FALSE,-1.02227639471115,21
"462","Loesekann 2007","HMMV tubeworms [21]",0.125,8e+08,1.44e+08,8e+06,1.52e+08,0.19,NA,NA,NA,NA,0.0526315789473684,NA,"CARDFISH",NA,NA,"DAPI","formaldehyde","lysozyme","detergent",0.35,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1250,"Deep-sea",NA,NA,NA,FALSE,-0.903089986991944,21
"463","Loesekann 2007","HMMV tubeworms [21]",0.135,9e+08,1.71e+08,NA,1.71e+08,0.19,NA,NA,NA,NA,0,NA,"CARDFISH",NA,TRUE,"DAPI","formaldehyde","lysozyme","detergent",0.35,"0.35","20 seconds at <10 W","50","0.2 µm, GTTP polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1250,"Deep-sea",NA,NA,NA,FALSE,-0.869666231504994,21
"464","Magdalhaes 2009","Douro River estuary, Portugal [22]",0.04,1067546303.58865,NA,NA,NA,NA,900799006.102006,458556.96699292,901257563.068999,NA,NA,0.000508796803248367,NA,NA,NA,"DAPI","formaldehyde",NA,NA,NA,NA,NA,NA,NA,"SYBR","Arc1f","Arc1369r",NA,"Bac341F","Bac534r",NA,NA,NA,NA,"plasmid","plasmid","MoBio Ultra Powersoil DNA",FALSE,NA,"Intertidal",NA,"0.275, factored in to reported values","11 ng in 25 ul rxn (1 g sediment extracted)",FALSE,-1.39794000867204,22
"465","Magdalhaes 2009","Douro River estuary, Portugal [22]",0.04,189949113.75952,NA,NA,NA,NA,569627254.119388,12943351.9409387,582570606.060327,NA,NA,0.0222176536308088,NA,NA,NA,"DAPI","formaldehyde",NA,NA,NA,NA,NA,NA,NA,"SYBR","Arc1f","Arc1369r",NA,"Bac341F","Bac534r",NA,NA,NA,NA,"plasmid","plasmid","MoBio Ultra Powersoil DNA",FALSE,NA,"Intertidal",NA,"0.275, factored in to reported values","15 ng in 25 ul rxn (1 g sediment extracted)",FALSE,-1.39794000867204,22
"466","Magdalhaes 2009","Douro River estuary, Portugal [22]",0.04,22973195.043882,NA,NA,NA,NA,22384527.0837824,583476.454088264,22968003.5378707,NA,NA,0.0254038821060874,NA,NA,NA,"DAPI","formaldehyde",NA,NA,NA,NA,NA,NA,NA,"SYBR","Arc1f","Arc1369r",NA,"Bac341F","Bac534r",NA,NA,NA,NA,"plasmid","plasmid","MoBio Ultra Powersoil DNA",FALSE,NA,"Intertidal",NA,"0.275, factored in to reported values","13 ng in 25 ul rxn (1 g sediment extracted)",FALSE,-1.39794000867204,22
"467","Magdalhaes 2009","Douro River estuary, Portugal [22]",0.04,629241921.381016,NA,NA,NA,NA,287055506.867988,7486539.80203278,294542046.670021,NA,NA,0.0254175588398082,NA,NA,NA,"DAPI","formaldehyde",NA,NA,NA,NA,NA,NA,NA,"SYBR","Arc1f","Arc1369r",NA,"Bac341F","Bac534r",NA,NA,NA,NA,"plasmid","plasmid","MoBio Ultra Powersoil DNA",FALSE,NA,"Intertidal",NA,"0.275, factored in to reported values","5 ng in 25 ul rxn (1 g sediment extracted)",FALSE,-1.39794000867204,22
"468","Magdalhaes 2009","Douro River estuary, Portugal [22]",0.04,538822232.792182,NA,NA,NA,NA,971945788.911428,29829276.2216454,1001775065.13307,NA,NA,0.0297764211347015,NA,NA,NA,"DAPI","formaldehyde",NA,NA,NA,NA,NA,NA,NA,"SYBR","Arc1f","Arc1369r",NA,"Bac341F","Bac534r",NA,NA,NA,NA,"plasmid","plasmid","MoBio Ultra Powersoil DNA",FALSE,NA,"Intertidal",NA,"0.275, factored in to reported values","14 ng in 25 ul rxn (1 g sediment extracted)",FALSE,-1.39794000867204,22
"469","Magdalhaes 2009","Douro River estuary, Portugal [22]",0.04,55920577.928076,NA,NA,NA,NA,45737305.9343182,2053669.69604086,47790975.6303591,NA,NA,0.04297191402672,NA,NA,NA,"DAPI","formaldehyde",NA,NA,NA,NA,NA,NA,NA,"SYBR","Arc1f","Arc1369r",NA,"Bac341F","Bac534r",NA,NA,NA,NA,"plasmid","plasmid","MoBio Ultra Powersoil DNA",FALSE,NA,"Intertidal",NA,"0.275, factored in to reported values","12 ng in 25 ul rxn (1 g sediment extracted)",FALSE,-1.39794000867204,22
"470","Magdalhaes 2009","Douro River estuary, Portugal [22]",0.04,432370812.483542,NA,NA,NA,NA,239175211.132296,11250896.7933147,250426107.925611,NA,NA,0.0449270121494551,NA,NA,NA,"DAPI","formaldehyde",NA,NA,NA,NA,NA,NA,NA,"SYBR","Arc1f","Arc1369r",NA,"Bac341F","Bac534r",NA,NA,NA,NA,"plasmid","plasmid","MoBio Ultra Powersoil DNA",FALSE,NA,"Intertidal",NA,"0.275, factored in to reported values","6 ng in 25 ul rxn (1 g sediment extracted)",FALSE,-1.39794000867204,22
"471","Magdalhaes 2009","Douro River estuary, Portugal [22]",0.04,605229856.492598,NA,NA,NA,NA,230032326.202542,11111426.8627627,241143753.065305,NA,NA,0.0460780207719233,NA,NA,NA,"DAPI","formaldehyde",NA,NA,NA,NA,NA,NA,NA,"SYBR","Arc1f","Arc1369r",NA,"Bac341F","Bac534r",NA,NA,NA,NA,"plasmid","plasmid","MoBio Ultra Powersoil DNA",FALSE,NA,"Intertidal",NA,"0.275, factored in to reported values","4 ng in 25 ul rxn (1 g sediment extracted)",FALSE,-1.39794000867204,22
"472","Magdalhaes 2009","Douro River estuary, Portugal [22]",0.04,309650268.999126,NA,NA,NA,NA,228958474.925612,12137215.9851352,241095690.910747,NA,NA,0.050341903413066,NA,NA,NA,"DAPI","formaldehyde",NA,NA,NA,NA,NA,NA,NA,"SYBR","Arc1f","Arc1369r",NA,"Bac341F","Bac534r",NA,NA,NA,NA,"plasmid","plasmid","MoBio Ultra Powersoil DNA",FALSE,NA,"Intertidal",NA,"0.275, factored in to reported values","10 ng in 25 ul rxn (1 g sediment extracted)",FALSE,-1.39794000867204,22
"473","Magdalhaes 2009","Douro River estuary, Portugal [22]",0.04,640985063.802066,NA,NA,NA,NA,362789239.167186,22534858.2663584,385324097.433544,NA,NA,0.0584828678415186,NA,NA,NA,"DAPI","formaldehyde",NA,NA,NA,NA,NA,NA,NA,"SYBR","Arc1f","Arc1369r",NA,"Bac341F","Bac534r",NA,NA,NA,NA,"plasmid","plasmid","MoBio Ultra Powersoil DNA",FALSE,NA,"Intertidal",NA,"0.275, factored in to reported values","7 ng in 25 ul rxn (1 g sediment extracted)",FALSE,-1.39794000867204,22
"474","Magdalhaes 2009","Douro River estuary, Portugal [22]",0.04,546677824.603392,NA,NA,NA,NA,360131789.198576,25954370.9345036,386086160.13308,NA,NA,0.067224297616774,NA,NA,NA,"DAPI","formaldehyde",NA,NA,NA,NA,NA,NA,NA,"SYBR","Arc1f","Arc1369r",NA,"Bac341F","Bac534r",NA,NA,NA,NA,"plasmid","plasmid","MoBio Ultra Powersoil DNA",FALSE,NA,"Intertidal",NA,"0.275, factored in to reported values","9 ng in 25 ul rxn (1 g sediment extracted)",FALSE,-1.39794000867204,22
"475","Magdalhaes 2009","Douro River estuary, Portugal [22]",0.04,540659925.552374,NA,NA,NA,NA,341362022.43204,40369791.038646,381731813.470686,NA,NA,0.105754327027674,NA,NA,NA,"DAPI","formaldehyde",NA,NA,NA,NA,NA,NA,NA,"SYBR","Arc1f","Arc1369r",NA,"Bac341F","Bac534r",NA,NA,NA,NA,"plasmid","plasmid","MoBio Ultra Powersoil DNA",FALSE,NA,"Intertidal",NA,"0.275, factored in to reported values","8 ng in 25 ul rxn (1 g sediment extracted)",FALSE,-1.39794000867204,22
"476","Manini 2008","Mediterranean volcano BP [23]",0.01,1.82e+08,133714285.714286,60357142.8571429,194071428.571429,1.06632653061225,NA,NA,NA,NA,0.311004784688995,NA,"CARDFISH",NA,NA,"AO/isopropanol","formalin","lysozyme","proteinase K",0.55,"0.55","none","20","0.2 µm, Anodisc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,20,"",NA,NA,NA,FALSE,-2,23
"477","Manini 2008","Mediterranean volcano BP [23]",0.01,1.82e+08,118857142.857143,78928571.4285714,197785714.285714,1.08673469387755,NA,NA,NA,NA,0.39906103286385,NA,"CARDFISH",NA,NA,"AO/isopropanol","formalin","lysozyme","proteinase K",0.55,"0.55","none","20","0.2 µm, Anodisc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,20,"",NA,NA,NA,FALSE,-2,23
"478","Manini 2008","Mediterranean volcano BP [23]",0.01,100100000,61285714.2857143,50408163.2653061,111693877.55102,1.11582295255765,NA,NA,NA,NA,0.451306413301663,NA,"CARDFISH",NA,NA,"AO/isopropanol","formalin","lysozyme","proteinase K",0.55,"0.55","none","20","0.2 µm, Anodisc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,20,"",NA,NA,NA,FALSE,-2,23
"479","Manini 2008","Mediterranean volcano EC2 [23]",0.01,2.47e+08,151224489.795918,113418367.346939,264642857.142857,1.07142857142857,NA,NA,NA,NA,0.428571428571429,NA,"CARDFISH",NA,NA,"AO/isopropanol","formalin","lysozyme","proteinase K",0.55,"0.55","none","20","0.2 µm, Anodisc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,20,"",NA,NA,NA,FALSE,-2,23
"480","Manini 2008","Mediterranean volcano EC2 [23]",0.01,114400000,77044897.9591837,47755102.0408163,124800000,1.09090909090909,NA,NA,NA,NA,0.38265306122449,NA,"CARDFISH",NA,NA,"AO/isopropanol","formalin","lysozyme","proteinase K",0.55,"0.55","none","20","0.2 µm, Anodisc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,20,"",NA,NA,NA,FALSE,-2,23
"481","Manini 2008","Mediterranean volcano EC2 [23]",0.01,1.3e+08,75612244.8979592,67984693.877551,143596938.77551,1.10459183673469,NA,NA,NA,NA,0.473441108545035,NA,"CARDFISH",NA,NA,"AO/isopropanol","formalin","lysozyme","proteinase K",0.55,"0.55","none","20","0.2 µm, Anodisc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,20,"",NA,NA,NA,FALSE,-2,23
"482","Manini 2008","Pacific volcano SC1 [23]",0.01,535600000,404432653.061224,159183673.469388,563616326.530612,1.05230830196156,NA,NA,NA,NA,0.282432686876295,NA,"CARDFISH",NA,NA,"AO/isopropanol","formalin","lysozyme","proteinase K",0.55,"0.55","none","20","0.2 µm, Anodisc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,3,"",NA,NA,NA,FALSE,-2,23
"483","Manini 2008","Pacific volcano SC1 [23]",0.01,542100000,392745918.367347,179081632.653061,571827551.020408,1.05483776244311,NA,NA,NA,NA,0.313174194446378,NA,"CARDFISH",NA,NA,"AO/isopropanol","formalin","lysozyme","proteinase K",0.55,"0.55","none","20","0.2 µm, Anodisc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,3,"",NA,NA,NA,FALSE,-2,23
"484","Manini 2008","Pacific volcano SC1 [23]",0.01,367900000,255277551.020408,134311224.489796,389588775.510204,1.05895290978582,NA,NA,NA,NA,0.344751268344172,NA,"CARDFISH",NA,NA,"AO/isopropanol","formalin","lysozyme","proteinase K",0.55,"0.55","none","20","0.2 µm, Anodisc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,3,"",NA,NA,NA,FALSE,-2,23
"485","MauClaire 2004","Peru Margin 1229 [24]",1,400344827.586207,34315270.9359606,11438423.6453202,45753694.5812808,0.114285714285714,NA,NA,NA,NA,0.25,NA,"CARDFISH","16.12",NA,"DAPI","paraformaldehyde","unknown","unknown",NA,NA,NA,"10","gelatin coated slides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,153,"",TRUE,NA,NA,FALSE,0,24
"486","MauClaire 2004","Peru Margin 1229 [24]",3.5,168965517.241379,22931034.4827586,10862068.9655172,33793103.4482759,0.2,NA,NA,NA,NA,0.321428571428571,NA,"CARDFISH","14.27",NA,"DAPI","paraformaldehyde","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,153,"",TRUE,NA,NA,FALSE,0.544068044350276,24
"487","MauClaire 2004","Peru Margin 1229 [24]",27,244655172.413793,52426108.3743842,34950738.9162562,87376847.2906404,0.357142857142857,NA,NA,NA,NA,0.4,NA,"CARDFISH","1.88",NA,"DAPI","paraformaldehyde","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,153,"",TRUE,NA,NA,FALSE,1.43136376415899,24
"488","MauClaire 2004","Peru Margin 1229 [24]",37,153448275.862069,25209359.6059113,12056650.2463054,37266009.8522168,0.242857142857143,NA,NA,NA,NA,0.323529411764706,NA,"CARDFISH","0",NA,"DAPI","paraformaldehyde","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,153,"",TRUE,NA,NA,FALSE,1.56820172406699,24
"489","MauClaire 2004","Peru Margin 1229 [24]",39,237241379.310345,40669950.7389163,32197044.3349754,72866995.0738916,0.307142857142857,NA,NA,NA,NA,0.441860465116279,NA,"CARDFISH","0",NA,"DAPI","paraformaldehyde","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,153,"",TRUE,NA,NA,FALSE,1.5910646070265,24
"490","MauClaire 2004","Peru Margin 1229 [24]",60,167500000,26321428.5714286,14357142.8571429,40678571.4285714,0.242857142857143,NA,NA,NA,NA,0.352941176470588,NA,"CARDFISH","0",NA,"DAPI","paraformaldehyde","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,153,"",TRUE,NA,NA,FALSE,1.77815125038364,24
"491","MauClaire 2004","Peru Margin 1229 [24]",75,232500000,26571428.5714286,38196428.5714286,64767857.1428571,0.278571428571429,NA,NA,NA,NA,0.58974358974359,NA,"CARDFISH","0",NA,"DAPI","paraformaldehyde","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,153,"",TRUE,NA,NA,FALSE,1.8750612633917,24
"492","MauClaire 2004","Peru Margin 1229 [24]",103,79137931.0344828,23741379.3103448,20349753.6945813,44091133.0049261,0.557142857142857,NA,NA,NA,NA,0.461538461538461,NA,"CARDFISH","4.06",NA,"DAPI","paraformaldehyde","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,153,"",TRUE,NA,NA,FALSE,2.01283722470517,24
"493","MauClaire 2004","Peru Margin 1229 [24]",110,117931034.482759,26113300.4926108,32852216.7487685,58965517.2413793,0.5,NA,NA,NA,NA,0.557142857142857,NA,"CARDFISH","5.55",NA,"DAPI","paraformaldehyde","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,153,"",TRUE,NA,NA,FALSE,2.04139268515822,24
"494","Meyer-Dombard 2012","Papua New Guinea hydrothermal  [25]",0.1,98000,79380,18620,98000,1,NA,NA,NA,NA,0.19,NA,"FISH",NA,NA,"DAPI","formalin","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,20,"",NA,NA,NA,FALSE,-1,25
"495","Meyer-Dombard 2012","Papua New Guinea hydrothermal  [25]",0.5,83000,69305,13280,82585,0.995,NA,NA,NA,NA,0.160804020100503,NA,"FISH",NA,NA,"DAPI","formalin","none","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,20,"",NA,NA,NA,FALSE,-0.301029995663981,25
"496","Molari 2011","Adriatic Sea, Manfredonia Gulf [26]",0.01,1987397260.27397,NA,673150684.931507,NA,NA,NA,NA,NA,NA,NA,NA,"CARDFISH",NA,NA,"AO/tetrasodium pyrophosphate","formaldehyde","lysozyme","proteinase K",0.55,"35-55%","Yes","unknown","0.2 µm, Nucleopore polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,15,"",TRUE,NA,NA,FALSE,-2,26
"497","Molari 2011","Adriatic Sea, Manfredonia Gulf [26]",0.0161616161616162,2030136986.30137,918904109.589041,341917808.219178,1260821917.80822,0.621052631578947,NA,NA,NA,NA,0.271186440677966,NA,"CARDFISH",NA,NA,"AO/tetrasodium pyrophosphate","formaldehyde","lysozyme","proteinase K",0.55,"35-55%","Yes","unknown","0.2 µm, Nucleopore polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,15,"",TRUE,NA,NA,FALSE,-1.79151521194163,26
"498","Molari 2011","Adriatic Sea, Manfredonia Gulf [26]",0.0242424242424242,1923287671.23288,769315068.493151,523561643.835616,1292876712.32877,0.672222222222222,NA,NA,NA,NA,0.40495867768595,NA,"CARDFISH",NA,NA,"AO/tetrasodium pyrophosphate","formaldehyde","lysozyme","proteinase K",0.55,"35-55%","Yes","unknown","0.2 µm, Nucleopore polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,15,"",TRUE,NA,NA,FALSE,-1.61542395288594,26
"499","Molari 2011","Adriatic Sea, Manfredonia Gulf [26]",0.0404040404040404,1987397260.27397,1111232876.71233,341917808.219178,1453150684.93151,0.731182795698925,NA,NA,NA,NA,0.235294117647059,NA,"CARDFISH",NA,NA,"AO/tetrasodium pyrophosphate","formaldehyde","lysozyme","proteinase K",0.55,"35-55%","Yes","unknown","0.2 µm, Nucleopore polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,15,"",TRUE,NA,NA,FALSE,-1.39357520326959,26
"500","Molari 2011","Adriatic Sea, Manfredonia Gulf [26]",0.0565656565656566,1538630136.9863,1089863013.69863,512876712.328767,1602739726.0274,1.04166666666667,NA,NA,NA,NA,0.32,NA,"CARDFISH",NA,NA,"AO/tetrasodium pyrophosphate","formaldehyde","lysozyme","proteinase K",0.55,"35-55%","Yes","unknown","0.2 µm, Nucleopore polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,15,"",TRUE,NA,NA,FALSE,-1.24744716759135,26
"501","Molari 2011","Adriatic Sea, Manfredonia Gulf [26]",0.0646464646464646,1068493150.68493,726575342.465753,576986301.369863,1303561643.83562,1.22,NA,NA,NA,NA,0.442622950819672,NA,"CARDFISH",NA,NA,"AO/tetrasodium pyrophosphate","formaldehyde","lysozyme","proteinase K",0.55,"35-55%","Yes","unknown","0.2 µm, Nucleopore polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,15,"",TRUE,NA,NA,FALSE,-1.18945522061366,26
"502","Molari 2011","Adriatic Sea, Manfredonia Gulf [26]",0.0888888888888889,1132602739.72603,555616438.356164,448767123.287671,1004383561.64384,0.886792452830189,NA,NA,NA,NA,0.446808510638298,NA,"CARDFISH",NA,NA,"AO/tetrasodium pyrophosphate","formaldehyde","lysozyme","proteinase K",0.55,"35-55%","Yes","unknown","0.2 µm, Nucleopore polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,15,"",TRUE,NA,NA,FALSE,-1.05115252244738,26
"503","Molari 2011","Adriatic Sea, Manfredonia Gulf [26]",0.113131313131313,630410958.90411,245753424.657534,320547945.20548,566301369.863014,0.898305084745763,NA,NA,NA,NA,0.566037735849057,NA,"CARDFISH",NA,NA,"AO/tetrasodium pyrophosphate","formaldehyde","lysozyme","proteinase K",0.55,"35-55%","Yes","unknown","0.2 µm, Nucleopore polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,15,"",TRUE,NA,NA,FALSE,-0.946417171927368,26
"504","Molari 2011","Adriatic Sea, Manfredonia Gulf [26]",0.145454545454545,160273972.60274,74794520.5479452,74794520.5479452,149589041.09589,0.933333333333333,NA,NA,NA,NA,0.5,NA,"CARDFISH",NA,NA,"AO/tetrasodium pyrophosphate","formaldehyde","lysozyme","proteinase K",0.55,"35-55%","Yes","unknown","0.2 µm, Nucleopore polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,15,"",TRUE,NA,NA,FALSE,-0.8372727025023,26
"505","Molari 2011","Adriatic Sea, Manfredonia Gulf [26]",0.193939393939394,181643835.616438,64109589.0410959,96164383.5616438,160273972.60274,0.882352941176471,NA,NA,NA,NA,0.6,NA,"CARDFISH",NA,NA,"AO/tetrasodium pyrophosphate","formaldehyde","lysozyme","proteinase K",0.55,"35-55%","Yes","unknown","0.2 µm, Nucleopore polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,15,"",TRUE,NA,NA,FALSE,-0.712333965894,26
"506","Molari 2011","Adriatic Sea, Manfredonia Gulf [26]",0.242424242424242,213698630.136986,85479452.0547945,96164383.5616438,181643835.616438,0.85,NA,NA,NA,NA,0.529411764705882,NA,"CARDFISH",NA,NA,"AO/tetrasodium pyrophosphate","formaldehyde","lysozyme","proteinase K",0.55,"35-55%","Yes","unknown","0.2 µm, Nucleopore polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,15,"",TRUE,NA,NA,FALSE,-0.615423952885944,26
"507","Molari 2011","Adriatic Sea, Manfredonia Gulf [26]",0.290909090909091,245753424.657534,74794520.5479452,117534246.575342,192328767.123288,0.782608695652174,NA,NA,NA,NA,0.611111111111111,NA,"CARDFISH",NA,NA,"AO/tetrasodium pyrophosphate","formaldehyde","lysozyme","proteinase K",0.55,"35-55%","Yes","unknown","0.2 µm, Nucleopore polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,15,"",TRUE,NA,NA,FALSE,-0.536242706838319,26
"508","Molari 2011","Adriatic Sea, Manfredonia Gulf [26]",0.339393939393939,245753424.657534,85479452.0547945,106849315.068493,192328767.123288,0.782608695652174,NA,NA,NA,NA,0.555555555555556,NA,"CARDFISH",NA,NA,"AO/tetrasodium pyrophosphate","formaldehyde","lysozyme","proteinase K",0.55,"35-55%","Yes","unknown","0.2 µm, Nucleopore polycarbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,15,"",TRUE,NA,NA,FALSE,-0.469295917207706,26
